session_id,doc_variant,query_text,docnos,tfidf_terms,evidence
4bf79a0d16ffc2b9be8b6849c88ce244,non_rel,centrifugal compressor,"['18611842', '294090462', '43959164', '24865766']","heat (0.095), field (0.084), surge (0.074), testing (0.067), particle (0.067)","Search query:
centrifugal compressor

Important TF-IDF terms extracted from retrieved documents:
heat (0.095), field (0.084), surge (0.074), testing (0.067), particle (0.067)"
589374fa626019dae74b8170b7f4c4d7,rel,awareness of ai and deepfakes,"['166712816', '308818635', '301593014']","women (0.156), fans (0.112), fandom (0.093), prevention (0.074), framework (0.074)","Search query:
awareness of ai and deepfakes

Important TF-IDF terms extracted from retrieved documents:
women (0.156), fans (0.112), fandom (0.093), prevention (0.074), framework (0.074)"
589374fa626019dae74b8170b7f4c4d7,non_rel,awareness of ai and deepfakes,"['314498160', '274082070', '302869603', '292174989']","content (0.118), media (0.095), generated (0.086), political (0.085), label (0.085)","Search query:
awareness of ai and deepfakes

Important TF-IDF terms extracted from retrieved documents:
content (0.118), media (0.095), generated (0.086), political (0.085), label (0.085)"
a426dd2b70d18bf1cd82f6009baade47,rel,multi agent cooperative control,"['171681585', '142995663', '40425687']","cooperative control (0.120), channel (0.110), communication (0.102), robots (0.097), topology reconstruction (0.082)","Search query:
multi agent cooperative control

Important TF-IDF terms extracted from retrieved documents:
cooperative control (0.120), channel (0.110), communication (0.102), robots (0.097), topology reconstruction (0.082)"
a426dd2b70d18bf1cd82f6009baade47,non_rel,multi agent cooperative control,"['157404483', '136810243', '16281089', '303393224']","learning (0.093), agent modeling (0.079), modeling (0.079), manufacturing (0.078), traffic (0.077)","Search query:
multi agent cooperative control

Important TF-IDF terms extracted from retrieved documents:
learning (0.093), agent modeling (0.079), modeling (0.079), manufacturing (0.078), traffic (0.077)"
860fc9e42321e79d54dbf743bbffef1c,rel,wagner ukraine,"['145725595', '149594843', '144541321']","putin (0.148), rebellion (0.111), pmc (0.105), state (0.095), role (0.085)","Search query:
wagner ukraine

Important TF-IDF terms extracted from retrieved documents:
putin (0.148), rebellion (0.111), pmc (0.105), state (0.095), role (0.085)"
860fc9e42321e79d54dbf743bbffef1c,non_rel,wagner ukraine,"['313549748', '6601757', '275703074', '275703079']","mortimer (0.118), 1949 (0.118), mortimer schwager (0.118), letter (0.118), schwager (0.118)","Search query:
wagner ukraine

Important TF-IDF terms extracted from retrieved documents:
mortimer (0.118), 1949 (0.118), mortimer schwager (0.118), letter (0.118), schwager (0.118)"
10473e1ae72fefe5e8d30d34505abd02,rel,inclusive education for student with disabilities,"['160477509', '303213223', '164502268']","disability (0.147), education (0.142), са (0.105), inclusive education (0.082), disabled (0.079)","Search query:
inclusive education for student with disabilities

Important TF-IDF terms extracted from retrieved documents:
disability (0.147), education (0.142), са (0.105), inclusive education (0.082), disabled (0.079)"
10473e1ae72fefe5e8d30d34505abd02,non_rel,inclusive education for student with disabilities,"['290968787', '304353354', '153419294', '9115868']","disability (0.143), teachers (0.117), teachers disabilities (0.078), values (0.073), diversity (0.070)","Search query:
inclusive education for student with disabilities

Important TF-IDF terms extracted from retrieved documents:
disability (0.143), teachers (0.117), teachers disabilities (0.078), values (0.073), diversity (0.070)"
18ce9eb1855f3a2e6d7bf9586b88f77f,rel,social media usage college students,"['99035279', '144975754', '74706015']","self (0.182), information (0.135), authorship (0.133), self authorship (0.133), females (0.097)","Search query:
social media usage college students

Important TF-IDF terms extracted from retrieved documents:
self (0.182), information (0.135), authorship (0.133), self authorship (0.133), females (0.097)"
18ce9eb1855f3a2e6d7bf9586b88f77f,non_rel,social media usage college students,"['300997721', '297970783', '168219867', '279651442']","students (0.135), student (0.119), academic (0.084), perceptions (0.084), student organizations (0.066)","Search query:
social media usage college students

Important TF-IDF terms extracted from retrieved documents:
students (0.135), student (0.119), academic (0.084), perceptions (0.084), student organizations (0.066)"
ed4ab7c72b4729237533df75b6d49ba9,rel,effects of industrial wastes on fresh water ecosystems in pakistan,"['295055145', '82917754', '19818828']","water (0.119), climate (0.106), materials (0.089), construction (0.089), water quality (0.076)","Search query:
effects of industrial wastes on fresh water ecosystems in pakistan

Important TF-IDF terms extracted from retrieved documents:
water (0.119), climate (0.106), materials (0.089), construction (0.089), water quality (0.076)"
ed4ab7c72b4729237533df75b6d49ba9,non_rel,effects of industrial wastes on fresh water ecosystems in pakistan,"['293423318', '294086774', '291876007', '300361621']","materials (0.125), co2 (0.109), exposure (0.064), hair (0.064), infrastructure (0.061)","Search query:
effects of industrial wastes on fresh water ecosystems in pakistan

Important TF-IDF terms extracted from retrieved documents:
materials (0.125), co2 (0.109), exposure (0.064), hair (0.064), infrastructure (0.061)"
78d5fc8dabcc6baf31f0060d3101065b,rel,salt tolerant crops,"['38529291', '301548629', '143684671']","stress (0.161), crops (0.117), stress tolerance (0.116), stresses (0.114), saline (0.103)","Search query:
salt tolerant crops

Important TF-IDF terms extracted from retrieved documents:
stress (0.161), crops (0.117), stress tolerance (0.116), stresses (0.114), saline (0.103)"
78d5fc8dabcc6baf31f0060d3101065b,non_rel,salt tolerant crops,"['8754915', '302964603', '71183474', '309891500']","microbiomes (0.103), biotechnology (0.088), growth (0.074), food (0.073), rice (0.070)","Search query:
salt tolerant crops

Important TF-IDF terms extracted from retrieved documents:
microbiomes (0.103), biotechnology (0.088), growth (0.074), food (0.073), rice (0.070)"
5a306c1090217bbd3c8b0613fbbc0504,rel,langauge delay in children academic achievement,"['75782002', '135075156', '304753658']","shs (0.148), exposure (0.119), vpt (0.117), emotional (0.105), language (0.105)","Search query:
langauge delay in children academic achievement

Important TF-IDF terms extracted from retrieved documents:
shs (0.148), exposure (0.119), vpt (0.117), emotional (0.105), language (0.105)"
5a306c1090217bbd3c8b0613fbbc0504,non_rel,langauge delay in children academic achievement,"['145903364', '36991420', '304033372', '301600340']","problems (0.094), time (0.092), achievement (0.086), screen time (0.075), screen (0.075)","Search query:
langauge delay in children academic achievement

Important TF-IDF terms extracted from retrieved documents:
problems (0.094), time (0.092), achievement (0.086), screen time (0.075), screen (0.075)"
62b27acf91c11c6c9d760cfdc0c33022,rel,waste segregation,"['150352310', '150617876', '50195163']","metal (0.166), recycling (0.125), segregator (0.125), waste segregator (0.125), waste segregation (0.109)","Search query:
waste segregation

Important TF-IDF terms extracted from retrieved documents:
metal (0.166), recycling (0.125), segregator (0.125), waste segregator (0.125), waste segregation (0.109)"
62b27acf91c11c6c9d760cfdc0c33022,non_rel,waste segregation,"['10998894', '11755406', '75482422', '308893811']","health (0.111), health care (0.098), nurses (0.098), care waste (0.088), care (0.086)","Search query:
waste segregation

Important TF-IDF terms extracted from retrieved documents:
health (0.111), health care (0.098), nurses (0.098), care waste (0.088), care (0.086)"
40e9bb99e4c1ce609116b113d9636ee1,rel,social media,"['169048714', '310720172', '155752720']","use (0.233), media use (0.227), pregnancy (0.151), psychological (0.142), problematic (0.105)","Search query:
social media

Important TF-IDF terms extracted from retrieved documents:
use (0.233), media use (0.227), pregnancy (0.151), psychological (0.142), problematic (0.105)"
40e9bb99e4c1ce609116b113d9636ee1,non_rel,social media,"['19014881', '71185792', '301351673', '9134622']","health (0.091), mental health (0.091), mental (0.091), deviance (0.087), anxiety (0.083)","Search query:
social media

Important TF-IDF terms extracted from retrieved documents:
health (0.091), mental health (0.091), mental (0.091), deviance (0.087), anxiety (0.083)"
fb08c8d1e8056912964b802d33419dc0,rel,time management,"['145047528', '151501401', '268597088']","زمان (0.113), students (0.092), management practice (0.092), از (0.090), برنامه (0.090)","Search query:
time management

Important TF-IDF terms extracted from retrieved documents:
زمان (0.113), students (0.092), management practice (0.092), از (0.090), برنامه (0.090)"
fb08c8d1e8056912964b802d33419dc0,non_rel,time management,"['310726003', '42010345', '289556810', '313261789']","academic (0.125), time management (0.096), procrastination (0.072), academic procrastination (0.072), students (0.067)","Search query:
time management

Important TF-IDF terms extracted from retrieved documents:
academic (0.125), time management (0.096), procrastination (0.072), academic procrastination (0.072), students (0.067)"
27db1a4cf0abbcfd48263555da200457,rel,concussion nfl,"['26609087', '290571019', '173695455']","cte (0.168), typicality (0.100), risk (0.082), class (0.080), court (0.080)","Search query:
concussion nfl

Important TF-IDF terms extracted from retrieved documents:
cte (0.168), typicality (0.100), risk (0.082), class (0.080), court (0.080)"
27db1a4cf0abbcfd48263555da200457,non_rel,concussion nfl,"['168788653', '292616980', '300183631', '7033494']","athletes (0.094), reporting (0.080), concussion reporting (0.074), schools (0.069), concussions (0.063)","Search query:
concussion nfl

Important TF-IDF terms extracted from retrieved documents:
athletes (0.094), reporting (0.080), concussion reporting (0.074), schools (0.069), concussions (0.063)"
2a6cbdaebcd9a4eb732ae5a999f093e7,rel,x ray overuse or overutilization,"['9077236', '162745116', '312808954']","head (0.129), trauma (0.115), head trauma (0.100), medical (0.096), patients (0.089)","Search query:
x ray overuse or overutilization

Important TF-IDF terms extracted from retrieved documents:
head (0.129), trauma (0.115), head trauma (0.100), medical (0.096), patients (0.089)"
2a6cbdaebcd9a4eb732ae5a999f093e7,non_rel,x ray overuse or overutilization,"['2123407', '290447983', '275859522', '302469361']","migraine (0.105), otc (0.091), risk (0.083), use (0.070), ci (0.070)","Search query:
x ray overuse or overutilization

Important TF-IDF terms extracted from retrieved documents:
migraine (0.105), otc (0.091), risk (0.083), use (0.070), ci (0.070)"
5eec5e196482a495754671529a4822ab,rel,plate tectonics,"['567208', '12540277', '5423463']","plates (0.152), tectonic (0.097), mantle (0.096), super earths (0.093), earths (0.093)","Search query:
plate tectonics

Important TF-IDF terms extracted from retrieved documents:
plates (0.152), tectonic (0.097), mantle (0.096), super earths (0.093), earths (0.093)"
5eec5e196482a495754671529a4822ab,non_rel,plate tectonics,"['291430986', '300609005', '5130571', '24869630']","40k (0.078), gold (0.069), ndash (0.069), subduction (0.065), isotope (0.065)","Search query:
plate tectonics

Important TF-IDF terms extracted from retrieved documents:
40k (0.078), gold (0.069), ndash (0.069), subduction (0.065), isotope (0.065)"
b487748cc8000635fd861f04743ab18b,rel,the role of augmented reality ar in enhancing the pre visit experience for cultural tourist,"['275337451', '311518528', '311528658']","technology (0.193), ireland (0.161), maritime (0.129), experiences (0.129), project (0.129)","Search query:
the role of augmented reality ar in enhancing the pre visit experience for cultural tourist

Important TF-IDF terms extracted from retrieved documents:
technology (0.193), ireland (0.161), maritime (0.129), experiences (0.129), project (0.129)"
b487748cc8000635fd861f04743ab18b,non_rel,the role of augmented reality ar in enhancing the pre visit experience for cultural tourist,"['289705963', '159441196', '303692463', '309795741']","ar (0.116), morocco (0.095), static (0.077), purchase (0.077), older (0.074)","Search query:
the role of augmented reality ar in enhancing the pre visit experience for cultural tourist

Important TF-IDF terms extracted from retrieved documents:
ar (0.116), morocco (0.095), static (0.077), purchase (0.077), older (0.074)"
5e62449a564d4f5c079ce124e8060dcd,rel,demography and social statistics,"['148239252', '12065448', '2527432']","sciences (0.162), population (0.142), science (0.108), eu (0.091), security (0.091)","Search query:
demography and social statistics

Important TF-IDF terms extracted from retrieved documents:
sciences (0.162), population (0.142), science (0.108), eu (0.091), security (0.091)"
5e62449a564d4f5c079ce124e8060dcd,non_rel,demography and social statistics,"['312537249', '159468808', '6242085', '85861350']","und (0.076), populations (0.075), small (0.065), area (0.065), telecom (0.064)","Search query:
demography and social statistics

Important TF-IDF terms extracted from retrieved documents:
und (0.076), populations (0.075), small (0.065), area (0.065), telecom (0.064)"
efd0b10c27ecb230ee4e741d3a53e479,rel,personality disorders,"['8170795', '172087390', '25219857']","dsm (0.157), disorder (0.153), prevalence (0.114), personality disorder (0.113), eating (0.113)","Search query:
personality disorders

Important TF-IDF terms extracted from retrieved documents:
dsm (0.157), disorder (0.153), prevalence (0.114), personality disorder (0.113), eating (0.113)"
efd0b10c27ecb230ee4e741d3a53e479,non_rel,personality disorders,"['304978409', '304480843', '289554103', '305754643']","treatment (0.147), dsm (0.113), nbsp (0.112), disorders (0.094), personality disorders (0.094)","Search query:
personality disorders

Important TF-IDF terms extracted from retrieved documents:
treatment (0.147), dsm (0.113), nbsp (0.112), disorders (0.094), personality disorders (0.094)"
ae4fa4b3e4ffa37525288e868703a668,rel,What tradeoff allows reducing expert labels while preserving high recall for a rare event class,"['305703050', '310907710', '297898055']","seismic (0.110), supervised (0.103), lthrm (0.082), labelling (0.074), datasets (0.072)","Search query:
What tradeoff allows reducing expert labels while preserving high recall for a rare event class

Important TF-IDF terms extracted from retrieved documents:
seismic (0.110), supervised (0.103), lthrm (0.082), labelling (0.074), datasets (0.072)"
ae4fa4b3e4ffa37525288e868703a668,non_rel,What tradeoff allows reducing expert labels while preserving high recall for a rare event class,"['298904210', '304611297', '304528230', '161929921']","integration (0.074), modis (0.074), event (0.071), rare event (0.071), time (0.066)","Search query:
What tradeoff allows reducing expert labels while preserving high recall for a rare event class

Important TF-IDF terms extracted from retrieved documents:
integration (0.074), modis (0.074), event (0.071), rare event (0.071), time (0.066)"
394376c1c20bfe2fc9f3896f1193a855,rel,language learning strategies,"['301078226', '291087533', '47001199']","students (0.137), motivation (0.111), language proficiency (0.089), proficiency (0.089), gender (0.089)","Search query:
language learning strategies

Important TF-IDF terms extracted from retrieved documents:
students (0.137), motivation (0.111), language proficiency (0.089), proficiency (0.089), gender (0.089)"
394376c1c20bfe2fc9f3896f1193a855,non_rel,language learning strategies,"['171562262', '292936988', '300867820', '292431199']","english (0.111), strategies (0.077), nurul jadid (0.069), nurul (0.069), jadid (0.069)","Search query:
language learning strategies

Important TF-IDF terms extracted from retrieved documents:
english (0.111), strategies (0.077), nurul jadid (0.069), nurul (0.069), jadid (0.069)"
ed79fa2457530c1961cffee00b364ee5,rel,algae,"['314831373', '292661208', '292568077']","foraging (0.109), biofilm (0.102), bear (0.093), black (0.093), algae biofilm (0.085)","Search query:
algae

Important TF-IDF terms extracted from retrieved documents:
foraging (0.109), biofilm (0.102), bear (0.093), black (0.093), algae biofilm (0.085)"
ed79fa2457530c1961cffee00b364ee5,non_rel,algae,"['303367901', '300622844', '303759566', '7304313']","aeration (0.102), brown algae (0.068), brown (0.068), intron (0.068), water (0.060)","Search query:
algae

Important TF-IDF terms extracted from retrieved documents:
aeration (0.102), brown algae (0.068), brown (0.068), intron (0.068), water (0.060)"
9e47d2c8342a22a8f19be414d9f10c33,rel,research on the innovation of commercial banks in the era of fintech,"['123389715', '291438434', '298311466']","performance (0.145), liquidity (0.117), bank (0.117), study (0.109), financial literacy (0.107)","Search query:
research on the innovation of commercial banks in the era of fintech

Important TF-IDF terms extracted from retrieved documents:
performance (0.145), liquidity (0.117), bank (0.117), study (0.109), financial literacy (0.107)"
9e47d2c8342a22a8f19be414d9f10c33,non_rel,research on the innovation of commercial banks in the era of fintech,"['293029838', '303215679', '303723965', '148231524']","islamic (0.095), banking (0.090), adoption (0.089), providers (0.073), banking performance (0.068)","Search query:
research on the innovation of commercial banks in the era of fintech

Important TF-IDF terms extracted from retrieved documents:
islamic (0.095), banking (0.090), adoption (0.089), providers (0.073), banking performance (0.068)"
8b3d687daee528cc43fc6bf300117dd6,rel,artificial intelligence,"['98801782', '85872300', '172741260']","market (0.178), market manipulation (0.119), manipulation (0.119), anesthesiology (0.112), research (0.089)","Search query:
artificial intelligence

Important TF-IDF terms extracted from retrieved documents:
market (0.178), market manipulation (0.119), manipulation (0.119), anesthesiology (0.112), research (0.089)"
8b3d687daee528cc43fc6bf300117dd6,non_rel,artificial intelligence,"['297431092', '160718616', '168447781', '150352969']","implementation (0.106), constitutional (0.105), rights (0.105), science (0.088), implementation science (0.088)","Search query:
artificial intelligence

Important TF-IDF terms extracted from retrieved documents:
implementation (0.106), constitutional (0.105), rights (0.105), science (0.088), implementation science (0.088)"
2b7257cf6ccf44d5a34fcd712e47a23e,rel,aksyonov military aircraft,"['310875632', '163396001', '74709771']","helicopter (0.135), training (0.110), nbsp (0.089), technology (0.082), operation (0.073)","Search query:
aksyonov military aircraft

Important TF-IDF terms extracted from retrieved documents:
helicopter (0.135), training (0.110), nbsp (0.089), technology (0.082), operation (0.073)"
2b7257cf6ccf44d5a34fcd712e47a23e,non_rel,aksyonov military aircraft,"['291420992', '7301538', '156640011', '81896737']","control (0.109), design (0.103), quadrotor (0.080), value (0.067), time (0.064)","Search query:
aksyonov military aircraft

Important TF-IDF terms extracted from retrieved documents:
control (0.109), design (0.103), quadrotor (0.080), value (0.067), time (0.064)"
c46d8e93a859a20db0043ee25e982729,rel,ancient egyptian mathematics,"['30953811', '62130542', '48733167']","la (0.095), ancient egyptian (0.090), introduction ancient (0.080), princeton (0.080), introduction (0.080)","Search query:
ancient egyptian mathematics

Important TF-IDF terms extracted from retrieved documents:
la (0.095), ancient egyptian (0.090), introduction ancient (0.080), princeton (0.080), introduction (0.080)"
c46d8e93a859a20db0043ee25e982729,non_rel,ancient egyptian mathematics,"['304953955', '290764336', '688830', '291378636']","fractal (0.099), cosmetics (0.084), art (0.077), tracheostomy (0.069), airway (0.069)","Search query:
ancient egyptian mathematics

Important TF-IDF terms extracted from retrieved documents:
fractal (0.099), cosmetics (0.084), art (0.077), tracheostomy (0.069), airway (0.069)"
580520dc9b3161d0f2cbb317f8e17f73,rel,food waste,"['78428937', '63319122', '299087721']","waste management (0.129), drivers (0.096), behaviours (0.087), food manufacturers (0.075), research (0.075)","Search query:
food waste

Important TF-IDF terms extracted from retrieved documents:
waste management (0.129), drivers (0.096), behaviours (0.087), food manufacturers (0.075), research (0.075)"
580520dc9b3161d0f2cbb317f8e17f73,non_rel,food waste,"['148358927', '6796866', '274998720', '290342458']","wasting (0.154), food wasting (0.154), wasting behaviour (0.088), food insecurity (0.088), moral (0.088)","Search query:
food waste

Important TF-IDF terms extracted from retrieved documents:
wasting (0.154), food wasting (0.154), wasting behaviour (0.088), food insecurity (0.088), moral (0.088)"
6d1f50ca1928f230f5e90b7573fedc85,rel,sleep deprivation academic performance,"['70311806', '295720075', '160597131']","sleep deprived (0.124), deprived (0.124), health (0.102), effect (0.082), effect sleep (0.082)","Search query:
sleep deprivation academic performance

Important TF-IDF terms extracted from retrieved documents:
sleep deprived (0.124), deprived (0.124), health (0.102), effect (0.082), effect sleep (0.082)"
6d1f50ca1928f230f5e90b7573fedc85,non_rel,sleep deprivation academic performance,"['150664746', '127139311', '19102091', '5488958']","memory (0.111), students (0.097), pregnancy (0.082), medical (0.078), consolidation (0.070)","Search query:
sleep deprivation academic performance

Important TF-IDF terms extracted from retrieved documents:
memory (0.111), students (0.097), pregnancy (0.082), medical (0.078), consolidation (0.070)"
e7af2cc348367123486adf9fed0809bc,rel,future of work in the hospitality industry based on adaptation to changing workforce dynamics after the pandemic,"['166309652', '292280467', '289835640']","hospitality (0.155), digital (0.136), pandemic (0.116), construction (0.075), challenges (0.073)","Search query:
future of work in the hospitality industry based on adaptation to changing workforce dynamics after the pandemic

Important TF-IDF terms extracted from retrieved documents:
hospitality (0.155), digital (0.136), pandemic (0.116), construction (0.075), challenges (0.073)"
e7af2cc348367123486adf9fed0809bc,non_rel,future of work in the hospitality industry based on adaptation to changing workforce dynamics after the pandemic,"['298929993', '302845277', '290837716', '314080984']","hospitality (0.134), telemedicine (0.085), change (0.083), demands (0.075), mental (0.075)","Search query:
future of work in the hospitality industry based on adaptation to changing workforce dynamics after the pandemic

Important TF-IDF terms extracted from retrieved documents:
hospitality (0.134), telemedicine (0.085), change (0.083), demands (0.075), mental (0.075)"
a75d54b247cf81049aa2506fa2d5b776,rel,linguistics and languages,"['293755082', '8137770', '18986631']","sign (0.195), linguistic (0.166), sign language (0.119), languages (0.109), typology (0.108)","Search query:
linguistics and languages

Important TF-IDF terms extracted from retrieved documents:
sign (0.195), linguistic (0.166), sign language (0.119), languages (0.109), typology (0.108)"
a75d54b247cf81049aa2506fa2d5b776,non_rel,linguistics and languages,"['301373884', '301373901', '309818424', '299290285']","languages (0.174), language (0.149), niger congo (0.105), structure (0.105), congo (0.105)","Search query:
linguistics and languages

Important TF-IDF terms extracted from retrieved documents:
languages (0.174), language (0.149), niger congo (0.105), structure (0.105), congo (0.105)"
ebad9d28b3499477b88aa1858932bc46,rel,renewable energy innovations,"['292680643', '302666009', '28257627']","green (0.152), technology (0.124), energy technology (0.124), regional (0.113), financial (0.099)","Search query:
renewable energy innovations

Important TF-IDF terms extracted from retrieved documents:
green (0.152), technology (0.124), energy technology (0.124), regional (0.113), financial (0.099)"
ebad9d28b3499477b88aa1858932bc46,non_rel,renewable energy innovations,"['289747881', '311134319', '312641377', '292323863']","carbon (0.118), environmental (0.112), globalization (0.098), storage (0.083), low carbon (0.077)","Search query:
renewable energy innovations

Important TF-IDF terms extracted from retrieved documents:
carbon (0.118), environmental (0.112), globalization (0.098), storage (0.083), low carbon (0.077)"
1310f52fce552627d28dad6bd416c05a,rel,devops,"['163221640', '157224126', '150393252']","human (0.161), quality (0.152), human factors (0.129), practices (0.105), software quality (0.100)","Search query:
devops

Important TF-IDF terms extracted from retrieved documents:
human (0.161), quality (0.152), human factors (0.129), practices (0.105), software quality (0.100)"
1310f52fce552627d28dad6bd416c05a,non_rel,devops,"['166763053', '159569491', '133110934', '301832118']","capital (0.085), intellectual capital (0.071), intellectual (0.071), automation (0.070), tools (0.070)","Search query:
devops

Important TF-IDF terms extracted from retrieved documents:
capital (0.085), intellectual capital (0.071), intellectual (0.071), automation (0.070), tools (0.070)"
484c205a0cae4fc47f5fed10f6bff419,rel,qr code scanner,"['5180688', '86017117', '86017048']","yang (0.165), student (0.113), attendance (0.113), presensi (0.108), using (0.100)","Search query:
qr code scanner

Important TF-IDF terms extracted from retrieved documents:
yang (0.165), student (0.113), attendance (0.113), presensi (0.108), using (0.100)"
484c205a0cae4fc47f5fed10f6bff419,non_rel,qr code scanner,"['109477016', '5120711', '301350139', '301289413']","dan (0.094), mobile (0.087), code (0.084), qr code (0.084), attendance (0.082)","Search query:
qr code scanner

Important TF-IDF terms extracted from retrieved documents:
dan (0.094), mobile (0.087), code (0.084), qr code (0.084), attendance (0.082)"
0cdffb4b75ae8f8d562c11598dca0375,rel,work,"['301688035', '85252728', '305613429']","communication (0.101), working (0.097), achievement (0.094), work achievement (0.094), flexibility (0.089)","Search query:
work

Important TF-IDF terms extracted from retrieved documents:
communication (0.101), working (0.097), achievement (0.094), work achievement (0.094), flexibility (0.089)"
0cdffb4b75ae8f8d562c11598dca0375,non_rel,work,"['24877450', '300357165', '174853603', '297444152']","knowledge work (0.103), knowledge (0.103), free (0.089), email (0.086), productivity (0.084)","Search query:
work

Important TF-IDF terms extracted from retrieved documents:
knowledge work (0.103), knowledge (0.103), free (0.089), email (0.086), productivity (0.084)"
80ef3402a6825b0b34386923fddd177f,rel,zero trust security,"['156087213', '153501229', '156934310']","trust security (0.122), technical (0.106), cyber resilience (0.098), resilience (0.098), cyber (0.098)","Search query:
zero trust security

Important TF-IDF terms extracted from retrieved documents:
trust security (0.122), technical (0.106), cyber resilience (0.098), resilience (0.098), cyber (0.098)"
80ef3402a6825b0b34386923fddd177f,non_rel,zero trust security,"['169928331', '50754247', '293043536', '290092748']","voting (0.115), privacy (0.089), day (0.086), zero day (0.086), ai (0.074)","Search query:
zero trust security

Important TF-IDF terms extracted from retrieved documents:
voting (0.115), privacy (0.089), day (0.086), zero day (0.086), ai (0.074)"
a267b55325bb8834cd478d7f644d333d,rel,organizational citizenship,"['30791843', '44978219', '26684999']","behavior (0.196), citizenship behavior (0.183), behaviours (0.154), citizenship behaviours (0.139), intentions (0.118)","Search query:
organizational citizenship

Important TF-IDF terms extracted from retrieved documents:
behavior (0.196), citizenship behavior (0.183), behaviours (0.154), citizenship behaviours (0.139), intentions (0.118)"
a267b55325bb8834cd478d7f644d333d,non_rel,organizational citizenship,"['291496409', '51697176', '44679655', '156715970']","ocb (0.098), support (0.097), organizational support (0.097), perceived organizational (0.089), perceived (0.089)","Search query:
organizational citizenship

Important TF-IDF terms extracted from retrieved documents:
ocb (0.098), support (0.097), organizational support (0.097), perceived organizational (0.089), perceived (0.089)"
9b2923bddc4938bcb6f1cd27169ed2e1,rel,Which evaluation metric best captures novelty as realism of generated artifacts increases,"['6497837', '302817302', '294405374']","temporal (0.142), stroke (0.130), connectivity (0.101), fluctuation (0.095), fmri (0.087)","Search query:
Which evaluation metric best captures novelty as realism of generated artifacts increases

Important TF-IDF terms extracted from retrieved documents:
temporal (0.142), stroke (0.130), connectivity (0.101), fluctuation (0.095), fmri (0.087)"
9b2923bddc4938bcb6f1cd27169ed2e1,non_rel,Which evaluation metric best captures novelty as realism of generated artifacts increases,"['297938172', '297905584', '302078644', '292274927']","present (0.104), model (0.099), provenance (0.079), hybrid (0.069), bi lstm (0.060)","Search query:
Which evaluation metric best captures novelty as realism of generated artifacts increases

Important TF-IDF terms extracted from retrieved documents:
present (0.104), model (0.099), provenance (0.079), hybrid (0.069), bi lstm (0.060)"
81a8aee94001d9b79f7a0c75722fec3e,rel,the role of technology in transforming business operations,"['310798257', '313670485', '274812413']","technologies (0.118), supply (0.108), chain (0.090), supply chain (0.090), startup (0.090)","Search query:
the role of technology in transforming business operations

Important TF-IDF terms extracted from retrieved documents:
technologies (0.118), supply (0.108), chain (0.090), supply chain (0.090), startup (0.090)"
81a8aee94001d9b79f7a0c75722fec3e,non_rel,the role of technology in transforming business operations,"['312654576', '160732808', '275610905', '313952649']","digital (0.167), ai (0.108), transformation (0.104), learning (0.099), digital transformation (0.080)","Search query:
the role of technology in transforming business operations

Important TF-IDF terms extracted from retrieved documents:
digital (0.167), ai (0.108), transformation (0.104), learning (0.099), digital transformation (0.080)"
1263e06c76c430bb56790bf6df4e04d3,rel,gender differences in creativity,"['7564788', '292065871', '12005335']","malevolent (0.135), malevolent creativity (0.108), scientific (0.108), aggression (0.081), differences malevolent (0.081)","Search query:
gender differences in creativity

Important TF-IDF terms extracted from retrieved documents:
malevolent (0.135), malevolent creativity (0.108), scientific (0.108), aggression (0.081), differences malevolent (0.081)"
1263e06c76c430bb56790bf6df4e04d3,non_rel,gender differences in creativity,"['302107950', '312949894', '292344821', '305422781']","ai (0.193), integration (0.088), nüpin (0.080), employee (0.078), ai integration (0.078)","Search query:
gender differences in creativity

Important TF-IDF terms extracted from retrieved documents:
ai (0.193), integration (0.088), nüpin (0.080), employee (0.078), ai integration (0.078)"
28fa235187d66c13cad33bb4786e7d25,rel,turbid productive waters,"['83938473', '276160591', '304466315']","lakes (0.163), turbidity (0.141), chl (0.098), waters (0.079), showed (0.075)","Search query:
turbid productive waters

Important TF-IDF terms extracted from retrieved documents:
lakes (0.163), turbidity (0.141), chl (0.098), waters (0.079), showed (0.075)"
28fa235187d66c13cad33bb4786e7d25,non_rel,turbid productive waters,"['311207138', '299187759', '304746843', '290877784']","carbon (0.118), la (0.090), river (0.089), sediment (0.085), quality (0.077)","Search query:
turbid productive waters

Important TF-IDF terms extracted from retrieved documents:
carbon (0.118), la (0.090), river (0.089), sediment (0.085), quality (0.077)"
8a1fbc42a27ef093c503103e1368f3d4,rel,economic diplomacy,"['107666727', '29213313', '95223770']","kosovo (0.120), economy (0.116), china (0.109), digital (0.101), innovation (0.101)","Search query:
economic diplomacy

Important TF-IDF terms extracted from retrieved documents:
kosovo (0.120), economy (0.116), china (0.109), digital (0.101), innovation (0.101)"
8a1fbc42a27ef093c503103e1368f3d4,non_rel,economic diplomacy,"['297424458', '305436673', '305678614', '313045697']","china (0.230), policy (0.124), implementation (0.109), industrial (0.106), spice (0.093)","Search query:
economic diplomacy

Important TF-IDF terms extracted from retrieved documents:
china (0.230), policy (0.124), implementation (0.109), industrial (0.106), spice (0.093)"
