session_id,num_queries,queries,first_query,all_queries
cf62d1840ba5d5b67a13a9face49845a,1,['the effects of using quillbot to the creative writing skills'],the effects of using quillbot to the creative writing skills,the effects of using quillbot to the creative writing skills
763736928f3cb9f3c1154d9f698dcd07,1,['hiv'],hiv,hiv
46ce09def23cf7789bb363340f3e57c4,1,['virtual reality and prototyping methods'],virtual reality and prototyping methods,virtual reality and prototyping methods
8fffdb258af07c0aea5b3c1a391ff6f7,1,['abortion'],abortion,abortion
b64733753f9a591fc7662aef2aca1068,1,['redox flow battery'],redox flow battery,redox flow battery
2cf744fb83444209c7ed37c31bb7ce04,1,['peer tutoring'],peer tutoring,peer tutoring
7845aa70335809e0297a30b55bf29ba6,1,['self service technology'],self service technology,self service technology
5e6ebb6a62cc855b8ec6ae10827af8f1,1,['Can workplace sit–stand interventions reduce abdominal adiposity and improve lipid profiles?'],Can workplace sit–stand interventions reduce abdominal adiposity and improve lipid profiles?,Can workplace sit–stand interventions reduce abdominal adiposity and improve lipid profiles?
66cac571113757312e85e97c6dfdffcb,1,['gene therapy for rare diseases'],gene therapy for rare diseases,gene therapy for rare diseases
21659a15321024640ba3d71b9d51877f,1,['What provider policy best mitigates risks from larger bet sizes and bigger payouts?'],What provider policy best mitigates risks from larger bet sizes and bigger payouts?,What provider policy best mitigates risks from larger bet sizes and bigger payouts?
781ce9d684cf75f39303e94af5013c41,1,['detecting phishing nlp'],detecting phishing nlp,detecting phishing nlp
d7fac8d8260d9e31b90c37041ead5d67,1,"[""the role of synthetic biology in nasa's missions""]",the role of synthetic biology in nasa's missions,the role of synthetic biology in nasa's missions
47680f5b63047c2bb768ca68d793d280,1,['the potential of aquafaba as an substitute for egg whites'],the potential of aquafaba as an substitute for egg whites,the potential of aquafaba as an substitute for egg whites
85ac80d97bbb5c56881e357b9c6a7a7a,1,['ernest hemingway in another country'],ernest hemingway in another country,ernest hemingway in another country
0bd1dc340f31515847d7cf44efa1d53b,1,['neuroscience'],neuroscience,neuroscience
35118e95c5a9c6430fc9aa0b0225bb1f,1,['convoy military aircraft'],convoy military aircraft,convoy military aircraft
a3bbf2d373d4f07d297a5378c6630fcb,1,['assam soldier'],assam soldier,assam soldier
d9204a56e34a1c344391ad4e2c8963c0,1,['review of related studies on political leadership style'],review of related studies on political leadership style,review of related studies on political leadership style
0d38b85b84ac7195f3ee3c951302499a,1,['religious propaganda'],religious propaganda,religious propaganda
90f745bb104505301fc4ed816be0938c,1,['street vendors'],street vendors,street vendors
081a8a13c4fe322862cbc56d2fd7a58b,1,['electronic warfare'],electronic warfare,electronic warfare
a76f803a54168ee973b5efb8ec3eff57,1,['as-ack'],as-ack,as-ack
2480b66e43b203adc0d4b9775def2bb3,1,['fairy tales'],fairy tales,fairy tales
0d058a3a00cb1149857cbb81ae393907,1,['tunnel seismic'],tunnel seismic,tunnel seismic
0743b48256f396ad4f803a4575927613,1,['student perceptions of career guidance program'],student perceptions of career guidance program,student perceptions of career guidance program
7dd544c389512ce8cb0da1bd46543702,1,"['labeling on food packaging to educate the public on composition information, nutritional intake, preparation method, consumption advice, etc.']","labeling on food packaging to educate the public on composition information, nutritional intake, preparation method, consumption advice, etc.","labeling on food packaging to educate the public on composition information, nutritional intake, preparation method, consumption advice, etc."
4d3b0cddf732fb9e2b86483cbb6842aa,1,['work life balance and job satisfaction'],work life balance and job satisfaction,work life balance and job satisfaction
51f686777f1fc4ffcee09a3ba4212ab2,1,['adlerian counseling and social interest'],adlerian counseling and social interest,adlerian counseling and social interest
5fcf8eb1af05248be1503e13e8940abf,1,['Can patients relapsing after adjuvant anti–PD-1 therapy benefit from intratumoral immune priming?'],Can patients relapsing after adjuvant anti–PD-1 therapy benefit from intratumoral immune priming?,Can patients relapsing after adjuvant anti–PD-1 therapy benefit from intratumoral immune priming?
545dbbdbfeb1d3b0e09f9f5db594b734,1,['the effects of prolonged sitting on the well-being and posture of office workers'],the effects of prolonged sitting on the well-being and posture of office workers,the effects of prolonged sitting on the well-being and posture of office workers
4c256973018aa8c74d480b9d83b7996f,1,['heat treatment'],heat treatment,heat treatment
3d00ad96232a55ad9d10e556cb87e606,1,['political economy'],political economy,political economy
6f347087b3fc0b15bac5003d0b60bfb3,1,['vegetable based paper'],vegetable based paper,vegetable based paper
42284396e658b176132e066cfbe7e3f4,1,['new energy'],new energy,new energy
eed65566aa320c39f7e2a39f9306ca0a,1,['forestry and wildlife management'],forestry and wildlife management,forestry and wildlife management
b934bb2d45228ef6ff2dc8f71688a5ee,1,['pikalov army'],pikalov army,pikalov army
62dafc92b37e72c39eefa616c12be31d,1,['paediatric'],paediatric,paediatric
8f9b8e5f1778d9aa1e0fb4f485074e50,1,['schools rules and regulations'],schools rules and regulations,schools rules and regulations
30662a82cca7c82d5b28b4a2b31749ea,1,"[""biomarkers of alzheimer's disease""]",biomarkers of alzheimer's disease,biomarkers of alzheimer's disease
8cc85d9d1d5424fb44a6e3c22ecc8a12,1,['fashion design'],fashion design,fashion design
6110331bfb6045900ddc497b9fcdc0e8,1,['chatgpt in creative writing'],chatgpt in creative writing,chatgpt in creative writing
d3c2d232f0a39dae1f18c762ccdb1eab,1,['Which monitoring strategy balances solute correction to reduce inflammation without harming filtration?'],Which monitoring strategy balances solute correction to reduce inflammation without harming filtration?,Which monitoring strategy balances solute correction to reduce inflammation without harming filtration?
a681a45c56438f13b7dfeca913f133e3,1,['cervids'],cervids,cervids
646ae8ef8356b2e8850daf96e756767c,1,['shortage of teachers'],shortage of teachers,shortage of teachers
d31800df0aa5536031d19e79cb9f0d95,1,['inclined pile numerical analysis hardening soil model plaxis 2d'],inclined pile numerical analysis hardening soil model plaxis 2d,inclined pile numerical analysis hardening soil model plaxis 2d
1bc4dce8577f8939ace5bf16d86b1829,1,['mental health'],mental health,mental health
70a7a4c11f729b8ced811befa82aa2b7,1,['digital technologies in rehabilitation'],digital technologies in rehabilitation,digital technologies in rehabilitation
930c689b13d81ced46274d30601918a7,1,['new energy vehicles'],new energy vehicles,new energy vehicles
4ada95d9cb95308ff0c7410e88da3d72,1,['waste management'],waste management,waste management
10c7ef19d812f4c1bacecc0ee54d30a8,1,['breast cancer'],breast cancer,breast cancer
a8a463fe5c77781ae586810949bc43b4,1,['tiktok influencer strategies'],tiktok influencer strategies,tiktok influencer strategies
116e791922ed83468b9685eba8b0e6a3,1,['new uses for abandoned coal mines'],new uses for abandoned coal mines,new uses for abandoned coal mines
e4830d227bc9842ee0351fc54a894194,1,['digital transformation strategy'],digital transformation strategy,digital transformation strategy
9f53f39aad8fb609c058a13da9148881,1,['arquitectura centro comercial'],arquitectura centro comercial,arquitectura centro comercial
c3d5d202f8ab3d130a90684fd7308f64,1,['Does healing fingertip ischemic lesions affect long-term survival in systemic sclerosis?'],Does healing fingertip ischemic lesions affect long-term survival in systemic sclerosis?,Does healing fingertip ischemic lesions affect long-term survival in systemic sclerosis?
af8cff0735e0f7641b418bae15e25991,1,['anti vandalism'],anti vandalism,anti vandalism
562ca7b9a565a1a27f9c71670c9f541e,1,['impulsive online buying'],impulsive online buying,impulsive online buying
e5bbf4f2f861cbbe6f6a20f1a1b4ee50,1,['gaussian orbitals'],gaussian orbitals,gaussian orbitals
4ed1037709aa13b70fca0575c1c88c48,1,['food waste management'],food waste management,food waste management
e7a4ee6f885fdc25a0d3fef9483e59be,1,['bert model'],bert model,bert model
4830856b20c6995776510fb1d88f4bc9,1,['knowledge dynamics'],knowledge dynamics,knowledge dynamics
5582532037b3bab64a04bee6c580b40a,1,['ai marketing'],ai marketing,ai marketing
64feabca6fb7b9e7179fbfeed0267727,1,['design-by-analogy'],design-by-analogy,design-by-analogy
394644e02c72db72d75ad72bfe5ee577,1,['coconut dehusking machine'],coconut dehusking machine,coconut dehusking machine
3c5110678151e01be80ecac517c06469,1,['inventory control and sme performance and organizational agility'],inventory control and sme performance and organizational agility,inventory control and sme performance and organizational agility
95fbd3a89d69d00404303492901cc4d4,1,['how brain works in learning'],how brain works in learning,how brain works in learning
32b77e26bf1e161271a79b443af3b421,1,['public transport problems'],public transport problems,public transport problems
fabb1390e6818519b43c2dc961a8402d,1,['customer satisfaction in business'],customer satisfaction in business,customer satisfaction in business
8ca4df85def77168d7d823c10b4e9508,1,['fashion history'],fashion history,fashion history
29c675baa4a0f5696bfc5732f37800ff,1,['impact of social media on the students'],impact of social media on the students,impact of social media on the students
67bf1399882db064d331402f451f8b26,1,['How can selective per-target source summaries enable low-latency translation with quality control?'],How can selective per-target source summaries enable low-latency translation with quality control?,How can selective per-target source summaries enable low-latency translation with quality control?
b37968562eae899eeab1c31cb9aaebb9,1,['offline digital library'],offline digital library,offline digital library
7913830a5c5ab3c239d4063a349dec98,1,['mass communication'],mass communication,mass communication
ade13b9b007f20c296691dfa10f231fa,1,['neuromarketing'],neuromarketing,neuromarketing
5f07a7f0a83de807eee3213560a3467c,1,['What tradeoff arises when applying exact gradient updates on induced finite-state models?'],What tradeoff arises when applying exact gradient updates on induced finite-state models?,What tradeoff arises when applying exact gradient updates on induced finite-state models?
db52618a747e9666d52ca269003f924e,1,['insurance industry in india'],insurance industry in india,insurance industry in india
da8c3c9c7df80a13224609445d22c4da,1,['work life balance'],work life balance,work life balance
ba0cf3a00bad34c0db57419d4b4df7bd,1,['self as method'],self as method,self as method
3f0fed6add84b3fa3635f0055e2c8256,1,['physics education'],physics education,physics education
5b9e5bfa057195e7f937fca05ff3ab83,1,['How can real-time patient self-monitoring guide risk-sensitive clinical decision thresholds?'],How can real-time patient self-monitoring guide risk-sensitive clinical decision thresholds?,How can real-time patient self-monitoring guide risk-sensitive clinical decision thresholds?
9adcf4e727570649a8eb6bfb46ec4b6f,1,['climate change'],climate change,climate change
7672296cd19afe29d4f2c838b989e65d,1,['How transferable are features learned from wide-angle retinal images across different retinal diseases?'],How transferable are features learned from wide-angle retinal images across different retinal diseases?,How transferable are features learned from wide-angle retinal images across different retinal diseases?
644e56222501df386be4b404cb2d02b0,1,['Can individualized diagnostic profiles guide who benefits most from holistic wellness retreats?'],Can individualized diagnostic profiles guide who benefits most from holistic wellness retreats?,Can individualized diagnostic profiles guide who benefits most from holistic wellness retreats?
f22ca5f3c10330d678e5604ff4128591,1,['intraosseous vs intravenous epinephrine out-of-hospital cardiac arrest'],intraosseous vs intravenous epinephrine out-of-hospital cardiac arrest,intraosseous vs intravenous epinephrine out-of-hospital cardiac arrest
b4c5d67cd9033c97cd1b4c0449b32dbb,1,['product innovation and organizational growth'],product innovation and organizational growth,product innovation and organizational growth
e9e12c23dcae83b144aecbcdf7183159,1,['raspberry pi'],raspberry pi,raspberry pi
46f4b0bdedf1c02453bd59b7f96acecd,1,['environmental globalization'],environmental globalization,environmental globalization
7943fb88b63cdf0a8aaff0b67e709cd6,1,['obezite'],obezite,obezite
c0837308bd8bdd88372e59d7fbcdd79a,1,['social media and mental health positive'],social media and mental health positive,social media and mental health positive
2c19f7bf825bc626b8ec40399ae413f8,1,['coffee shop marketing'],coffee shop marketing,coffee shop marketing
4e77c925361a8d32d581b13dbb7e3f7e,1,['psychology phenomenology'],psychology phenomenology,psychology phenomenology
d75124204c0f3fc2bd4d9dd172ca714c,1,['academic performance'],academic performance,academic performance
ddbee2cc774edd21119ac20558131e89,1,['digital twins'],digital twins,digital twins
fc456ba65090e69a1d6d146d71bb1031,1,['extraterrestrial'],extraterrestrial,extraterrestrial
56311e2226162fc29277c68b6e6e586b,1,['effect of using tiktok on communication'],effect of using tiktok on communication,effect of using tiktok on communication
c1131ebcb44d90b061552407c7926e41,1,['ecosystem marketing'],ecosystem marketing,ecosystem marketing
0e8d5755bc6fd7262c896acee6e7fdea,1,['on refined neutrosophic stochastic process'],on refined neutrosophic stochastic process,on refined neutrosophic stochastic process
253235b2573e803d3d7cb91bbe626407,1,['preserving cultural heritage'],preserving cultural heritage,preserving cultural heritage
9113313cc2065ca1aff3af63a47aa991,1,['stm32'],stm32,stm32
4726afa301f2ff48fdbc0cb8fd9c516f,1,['fast fashion'],fast fashion,fast fashion
67ba401678e3c6f78822c5a2f3603655,1,['renewable energy and smart grid technologies'],renewable energy and smart grid technologies,renewable energy and smart grid technologies
25cb193d5dcc97ac418d58dc668648db,1,['telecom churn prediction'],telecom churn prediction,telecom churn prediction
d5406a38d6a2888c5086a790232c5615,1,['health education'],health education,health education
4753c4253cb28ccda7223d73cd66857f,1,['cathedral wells'],cathedral wells,cathedral wells
e06a5a6278f3d948526124bc4c0a7a16,1,['ai future protocol'],ai future protocol,ai future protocol
956d5b066f6e4b34ab2b835cb63f311e,1,['epistemic issues and voter behavior'],epistemic issues and voter behavior,epistemic issues and voter behavior
54b55924e8e0a4bcf9e14d55fe76b3f6,1,['false endorsements using celebrities in local or national'],false endorsements using celebrities in local or national,false endorsements using celebrities in local or national
2452d3534488439c4d53818a902ca0f9,1,['sadat group chief of staff'],sadat group chief of staff,sadat group chief of staff
848af20b9dd59ffb505b7387b8f5ed02,1,['digital humanities'],digital humanities,digital humanities
dc474fd9c8dcf3f6de600ff398f21165,1,"[""pasteur's experiment on spontaneous generation""]",pasteur's experiment on spontaneous generation,pasteur's experiment on spontaneous generation
0d73d8e3c29b4e9ea624a896ddf2d275,1,"[""How can aligning workplace-focused language curricula with sector expectations enhance graduates' job performance?""]",How can aligning workplace-focused language curricula with sector expectations enhance graduates' job performance?,How can aligning workplace-focused language curricula with sector expectations enhance graduates' job performance?
96e66663ce960b769e24fd67d2407899,1,['sepsis'],sepsis,sepsis
1e583b21b831d1fbfa6fb7764b40a419,1,['stem career education'],stem career education,stem career education
4adbf08885051021d6cce7a803506cb3,1,['How can resident capacity-building accelerate integration of informal settlements into formal planning?'],How can resident capacity-building accelerate integration of informal settlements into formal planning?,How can resident capacity-building accelerate integration of informal settlements into formal planning?
03a39cb591950eba9e5465e52a9bf84b,1,['addiction'],addiction,addiction
a2ca22d32330685609941ec26e31163c,1,"['prefix free code, unequal letter cost']","prefix free code, unequal letter cost","prefix free code, unequal letter cost"
a91d0b9c83e4adc9733dacdbe6141f72,1,['crispr technologies in medicine'],crispr technologies in medicine,crispr technologies in medicine
9e21fdce73c6f386719a89673e448490,1,['standardization of medical records or unification of clinical formats and health information systems or integration of medical data'],standardization of medical records or unification of clinical formats and health information systems or integration of medical data,standardization of medical records or unification of clinical formats and health information systems or integration of medical data
8aeba6c1289e7013a72730c7d50f0e52,1,['social support in healthcare workers'],social support in healthcare workers,social support in healthcare workers
92d9229846b5980c7cc0f2fc644e5ee0,1,['applied linguistics'],applied linguistics,applied linguistics
ed3ef04dd26e030176c7021315e73c76,1,['Can early ventilator parameters guide choice of noninvasive oxygen support to reduce mortality?'],Can early ventilator parameters guide choice of noninvasive oxygen support to reduce mortality?,Can early ventilator parameters guide choice of noninvasive oxygen support to reduce mortality?
0455a10c1c01fa9d11d907fdde2fd578,1,['food science and technology'],food science and technology,food science and technology
14c1299a83cea722c7667945a74e0ec3,1,['nfc based student attendance system'],nfc based student attendance system,nfc based student attendance system
bdabca89a6c2f25642937da35f8f944a,1,['harry truman civil rights'],harry truman civil rights,harry truman civil rights
184d98712ea5b9f83628dd07afd44664,1,['case study where management science was used'],case study where management science was used,case study where management science was used
35ed7fb79fbf9d4499b0d47028fa39d8,1,['How do stress anisotropy and cation substitution jointly lower transition pressures in inorganic oxides and carbonates?'],How do stress anisotropy and cation substitution jointly lower transition pressures in inorganic oxides and carbonates?,How do stress anisotropy and cation substitution jointly lower transition pressures in inorganic oxides and carbonates?
b3daf114c3b41aae4aa05d2a16a07e68,1,['fc-ack'],fc-ack,fc-ack
cf0a23a14082d55d74fad12e78a868e6,1,['biobattery using banana peels'],biobattery using banana peels,biobattery using banana peels
78789f3cb58bcdeb8066c0e37fb700cf,1,['pfas'],pfas,pfas
07635bd80ac655d36cc82d396b093f4a,1,['organizational ergonomics'],organizational ergonomics,organizational ergonomics
490b8a43c69fd04226e5651f809a3a80,1,['drainage systems'],drainage systems,drainage systems
36e9b1cd1cc8563b3aecb7334486fe94,1,['corporate governance'],corporate governance,corporate governance
a2a64265721427605ec182827171265b,1,['cybersecurity'],cybersecurity,cybersecurity
571cf96ace287eefef87b7a670e1ffe7,1,['influence of leaders'],influence of leaders,influence of leaders
3490ff75cc1d7cc958eea148ecf9f064,1,['How could language and health literacy barriers alter emergency response access and outcomes?'],How could language and health literacy barriers alter emergency response access and outcomes?,How could language and health literacy barriers alter emergency response access and outcomes?
aa28db7419d8278e59c479e5a7bded50,1,['buy now pay later'],buy now pay later,buy now pay later
652d873a275fd4ba0504d141cf387c59,1,['negative effects of social media'],negative effects of social media,negative effects of social media
cd2b336755998f560cce71bc0a6fb1a4,1,['climate'],climate,climate
2cb72c6bf8046051f3e04155984cc99d,1,['financial literacy among students'],financial literacy among students,financial literacy among students
02aea38d9476aad8e00092422990f392,1,"[""maximizing ai's potential in education""]",maximizing ai's potential in education,maximizing ai's potential in education
c60f7e99a8623cad87ae6951b6854fff,1,['How do ab initio screened local exchange values alter predicted spin–orbital ordering tendencies?'],How do ab initio screened local exchange values alter predicted spin–orbital ordering tendencies?,How do ab initio screened local exchange values alter predicted spin–orbital ordering tendencies?
8563a9d294a5cbb4e837f30028ce6a6d,1,['renewable energy'],renewable energy,renewable energy
79915fa3192e4cbc5ff3067084a9bffa,1,['packing and packaging'],packing and packaging,packing and packaging
4f4fdc52af27482b294541c885bfcae8,1,['hand hygiene practices among students'],hand hygiene practices among students,hand hygiene practices among students
2e12172efa17235944608f55b1b7fce0,1,['social media marketing'],social media marketing,social media marketing
b37550803cd237fc3755efc186a453cc,1,['customer of customer service quality on customer retention in food businesses'],customer of customer service quality on customer retention in food businesses,customer of customer service quality on customer retention in food businesses
a3ef8674065801b4d4a581beeb5a612d,1,"[""How might a positive mealtime atmosphere influence preschoolers' produce consumption?""]",How might a positive mealtime atmosphere influence preschoolers' produce consumption?,How might a positive mealtime atmosphere influence preschoolers' produce consumption?
bcad44163fe01bcfd8546add976af54a,1,['heat recovery system'],heat recovery system,heat recovery system
6110a9b938c5a3f25ca8ed7615454eb0,1,['cancer immunotherapy'],cancer immunotherapy,cancer immunotherapy
864f847e662564427772dd3e088cbed4,1,['racial discrimination towards migrant workers in gcc'],racial discrimination towards migrant workers in gcc,racial discrimination towards migrant workers in gcc
66d27ab9f8c1302bad8574f588406046,1,['job demands in healthcare workers'],job demands in healthcare workers,job demands in healthcare workers
0686deb383c2e003b7f0c1cb0fd68f07,1,['household responsibilities among students'],household responsibilities among students,household responsibilities among students
1c4bc3e0f4bf5add8b37a379e3910463,1,['Why might improving institutional care readiness not equally lower mortality across regions?'],Why might improving institutional care readiness not equally lower mortality across regions?,Why might improving institutional care readiness not equally lower mortality across regions?
c3d39be1a3633d49008261165f6058b6,1,['employees mental health'],employees mental health,employees mental health
